transaction_id,transaction_date,customer_id,product_id,quantity,unit_price,total_amount,payment_method,status,is_anomaly,hour,day_of_week,month,month_name,quarter
TRX101341,2023-01-02,CUST10140,PROD1006,1,3083.34,3275.73,Онлайн,Завершен,False,0,Пн,1,Январь,1
TRX101342,2023-05-22,CUST10160,PROD1018,3,2672.99,7891.46,Наличные,Отменен,False,0,Пн,5,Май,2
TRX101343,2023-11-01,CUST10031,PROD1015,1,424.44,754.39,Наличные,Завершен,False,0,Ср,11,Ноябрь,4
TRX101344,2023-01-28,CUST10032,PROD1027,1,1625.75,2229.04,Карта,Завершен,False,0,Сб,1,Январь,1
TRX101345,2023-12-18,CUST10028,PROD1006,2,3083.34,10078.68,Наличные,Завершен,False,0,Пн,12,Декабрь,4
TRX101346,2023-11-16,CUST10154,PROD1008,3,1523.39,7871.24,Онлайн,Завершен,False,0,Чт,11,Ноябрь,4
TRX101347,2023-05-17,CUST10081,PROD1011,3,130.04,416.71,Карта,Завершен,False,0,Ср,5,Май,2
TRX101348,2023-03-29,CUST10157,PROD1006,2,3083.34,25635.881426398744,Наличные,Завершен,True,0,Ср,3,Март,1
TRX101349,2023-09-06,CUST10156,PROD1003,1,1956.8,1857.47,Карта,Завершен,False,0,Ср,9,Сентябрь,3
TRX101350,2023-03-30,CUST10148,PROD1008,1,1523.39,1403.77,Онлайн,Завершен,False,0,Чт,3,Март,1
TRX101351,2023-07-17,CUST10113,PROD1006,2,3083.34,5836.37,Наличные,Завершен,False,0,Пн,7,Июль,3
TRX101352,2023-03-18,CUST10138,PROD1028,3,347.23,1526.43,Наличные,Завершен,False,0,Сб,3,Март,1
TRX101353,2023-04-16,CUST10005,PROD1015,3,424.44,1257.19,Наличные,Завершен,False,0,Вс,4,Апрель,2
TRX101354,2023-09-17,CUST10180,PROD1012,3,1050.68,3365.26,Карта,Завершен,False,0,Вс,9,Сентябрь,3
TRX101355,2023-11-04,CUST10080,PROD1021,3,1105.42,4852.68,Наличные,Завершен,False,0,Сб,11,Ноябрь,4
TRX101356,2023-07-27,CUST10120,PROD1007,2,2856.91,5959.44,Карта,Завершен,False,0,Чт,7,Июль,3
TRX101357,2023-12-18,CUST10005,PROD1007,3,2856.91,15876.18,Наличные,Завершен,False,0,Пн,12,Декабрь,4
TRX101358,2023-10-20,CUST10108,PROD1011,2,130.04,380.83,Карта,Завершен,False,0,Пт,10,Октябрь,4
TRX101359,2023-08-12,CUST10122,PROD1011,2,130.04,368.94,Карта,Отменен,False,0,Сб,8,Август,3
TRX101360,2023-03-28,CUST10050,PROD1027,1,1625.75,1653.55,Карта,Завершен,False,0,Вт,3,Март,1
TRX101361,2023-07-15,CUST10023,PROD1001,2,4609.89,14550.78,Онлайн,Отменен,False,0,Сб,7,Июль,3
TRX101362,2023-12-23,CUST10038,PROD1001,3,4609.89,19708.9,Наличные,Завершен,False,0,Сб,12,Декабрь,4
TRX101363,2023-03-14,CUST10042,PROD1008,2,1523.39,3272.86,Онлайн,Завершен,False,0,Вт,3,Март,1
TRX101364,2023-02-04,CUST10189,PROD1027,1,1625.75,2239.77,Карта,Завершен,False,0,Сб,2,Февраль,1
TRX101365,2023-05-28,CUST10050,PROD1015,3,424.44,1385.89,Онлайн,Завершен,False,0,Вс,5,Май,2
TRX101366,2023-12-31,CUST10136,PROD1002,1,2331.16,4425.06,Карта,Завершен,False,0,Вс,12,Декабрь,4
TRX101367,2023-08-25,CUST10047,PROD1024,3,1082.72,4744.52,Карта,Завершен,False,0,Пт,8,Август,3
TRX101368,2023-01-05,CUST10128,PROD1027,2,1625.75,3038.07,Онлайн,Завершен,False,0,Чт,1,Январь,1
TRX101369,2023-01-30,CUST10061,PROD1004,2,697.91,1302.86,Онлайн,Завершен,False,0,Пн,1,Январь,1
TRX101370,2023-07-08,CUST10028,PROD1025,3,871.73,3749.62,Онлайн,Завершен,False,0,Сб,7,Июль,3
TRX101371,2023-05-08,CUST10073,PROD1020,1,1703.96,17192.078919033745,Наличные,Завершен,True,0,Пн,5,Май,2
TRX101372,2023-09-28,CUST10134,PROD1021,2,1105.42,2323.26,Наличные,Завершен,False,0,Чт,9,Сентябрь,3
TRX101373,2023-11-28,CUST10103,PROD1011,3,130.04,742.44,Наличные,Завершен,False,0,Вт,11,Ноябрь,4
TRX101374,2023-09-26,CUST10052,PROD1005,2,385.1,770.69,Карта,Завершен,False,0,Вт,9,Сентябрь,3
TRX101375,2023-11-04,CUST10096,PROD1026,2,1660.58,4780.92,Наличные,Завершен,False,0,Сб,11,Ноябрь,4
TRX101376,2023-07-11,CUST10198,PROD1010,1,1085.82,1083.04,Онлайн,Завершен,False,0,Вт,7,Июль,3
TRX101377,2023-03-17,CUST10077,PROD1027,2,1625.75,4965.46,Наличные,Завершен,False,0,Пт,3,Март,1
TRX101378,2023-05-06,CUST10102,PROD1000,1,1005.72,1629.42,Наличные,Завершен,False,0,Сб,5,Май,2
TRX101379,2023-12-31,CUST10013,PROD1011,2,130.04,503.95,Карта,Завершен,False,0,Вс,12,Декабрь,4
TRX101380,2023-03-16,CUST10098,PROD1029,3,4197.25,11587.65,Онлайн,Завершен,False,0,Чт,3,Март,1
TRX101381,2023-08-10,CUST10010,PROD1019,1,2579.37,2473.07,Наличные,Завершен,False,0,Чт,8,Август,3
TRX101382,2023-02-04,CUST10025,PROD1010,2,1085.82,3057.76,Карта,Завершен,False,0,Сб,2,Февраль,1
TRX101383,2023-12-31,CUST10095,PROD1008,3,1523.39,7502.21,Карта,Завершен,False,0,Вс,12,Декабрь,4
TRX101384,2023-08-18,CUST10072,PROD1010,2,1085.82,3451.94,Наличные,Завершен,False,0,Пт,8,Август,3
TRX101385,2023-01-27,CUST10195,PROD1018,3,2672.99,11122.23,Онлайн,Завершен,False,0,Пт,1,Январь,1
TRX101386,2023-01-19,CUST10039,PROD1024,3,1082.72,3279.34,Наличные,Завершен,False,0,Чт,1,Январь,1
TRX101387,2023-06-19,CUST10036,PROD1022,3,4668.45,13836.9,Карта,Завершен,False,0,Пн,6,Июнь,2
TRX101388,2023-02-17,CUST10003,PROD1012,3,1050.68,4516.02,Карта,Завершен,False,0,Пт,2,Февраль,1
TRX101389,2023-04-10,CUST10109,PROD1018,2,2672.99,5018.45,Онлайн,Завершен,False,0,Пн,4,Апрель,2
TRX101390,2023-10-18,CUST10009,PROD1029,2,4197.25,7908.65,Наличные,Завершен,False,0,Ср,10,Октябрь,4
TRX101391,2023-09-05,CUST10126,PROD1007,1,2856.91,2838.8,Карта,Отменен,False,0,Вт,9,Сентябрь,3
TRX101392,2023-02-10,CUST10095,PROD1014,3,1566.78,7490.02,Наличные,Завершен,False,0,Пт,2,Февраль,1
TRX101393,2023-05-13,CUST10161,PROD1017,3,254.98,1158.41,Онлайн,Завершен,False,0,Сб,5,Май,2
TRX101394,2023-06-17,CUST10174,PROD1004,3,697.91,3245.96,Наличные,Завершен,False,0,Сб,6,Июнь,2
TRX101395,2023-11-01,CUST10130,PROD1007,1,2856.91,5466.34,Наличные,Завершен,False,0,Ср,11,Ноябрь,4
TRX101396,2023-09-13,CUST10065,PROD1012,3,1050.68,2869.17,Карта,Завершен,False,0,Ср,9,Сентябрь,3
TRX101397,2023-03-17,CUST10118,PROD1007,3,2856.91,13741.85,Карта,Отменен,False,0,Пт,3,Март,1
TRX101398,2023-02-20,CUST10145,PROD1017,3,254.98,765.83,Наличные,Завершен,False,0,Пн,2,Февраль,1
TRX101399,2023-06-03,CUST10016,PROD1007,1,2856.91,3996.06,Наличные,Отменен,False,0,Сб,6,Июнь,2
TRX101400,2023-01-30,CUST10007,PROD1012,2,1050.68,2233.77,Наличные,Завершен,False,0,Пн,1,Январь,1
TRX101401,2023-07-09,CUST10101,PROD1009,1,3115.01,2950.34,Онлайн,Завершен,False,0,Вс,7,Июль,3
TRX101402,2023-04-20,CUST10042,PROD1013,2,861.39,1843.19,Наличные,Завершен,False,0,Чт,4,Апрель,2
TRX101403,2023-03-23,CUST10021,PROD1010,3,1085.82,3318.34,Онлайн,Завершен,False,0,Чт,3,Март,1
TRX101404,2023-01-05,CUST10178,PROD1017,1,254.98,251.34,Онлайн,Отменен,False,0,Чт,1,Январь,1
TRX101405,2023-03-19,CUST10173,PROD1000,1,1005.72,5039.608413248549,Онлайн,Завершен,True,0,Вс,3,Март,1
TRX101406,2023-12-25,CUST10009,PROD1021,2,1105.42,37341.130669901555,Онлайн,Завершен,True,0,Пн,12,Декабрь,4
TRX101407,2023-02-12,CUST10100,PROD1019,1,2579.37,2321.54,Наличные,Завершен,False,0,Вс,2,Февраль,1
TRX101408,2023-02-25,CUST10156,PROD1018,2,2672.99,7684.46,Наличные,Завершен,False,0,Сб,2,Февраль,1
TRX101409,2023-03-12,CUST10179,PROD1014,1,1566.78,1600.05,Онлайн,Завершен,False,0,Вс,3,Март,1
TRX101410,2023-02-19,CUST10086,PROD1019,2,2579.37,4873.76,Онлайн,Завершен,False,0,Вс,2,Февраль,1
TRX101411,2023-03-25,CUST10075,PROD1015,3,424.44,2028.5,Онлайн,Завершен,False,0,Сб,3,Март,1
TRX101412,2023-12-28,CUST10079,PROD1013,2,861.39,3291.38,Онлайн,Отменен,False,0,Чт,12,Декабрь,4
TRX101413,2023-06-17,CUST10015,PROD1007,1,2856.91,4252.18,Онлайн,Завершен,False,0,Сб,6,Июнь,2
TRX101414,2023-03-02,CUST10072,PROD1003,1,1956.8,2151.79,Наличные,Завершен,False,0,Чт,3,Март,1
TRX101415,2023-12-19,CUST10164,PROD1018,2,2672.99,9120.94,Онлайн,Завершен,False,0,Вт,12,Декабрь,4
TRX101416,2023-12-10,CUST10121,PROD1023,3,2650.83,14565.47,Онлайн,Завершен,False,0,Вс,12,Декабрь,4
TRX101417,2023-01-18,CUST10064,PROD1005,2,385.1,753.38,Наличные,Завершен,False,0,Ср,1,Январь,1
TRX101418,2023-04-06,CUST10082,PROD1014,2,1566.78,3232.79,Наличные,Завершен,False,0,Чт,4,Апрель,2
TRX101419,2023-03-10,CUST10192,PROD1023,2,2650.83,8694.77,Онлайн,Завершен,False,0,Пт,3,Март,1
TRX101420,2023-12-25,CUST10023,PROD1000,1,1005.72,1943.96,Наличные,Завершен,False,0,Пн,12,Декабрь,4
TRX101421,2023-06-21,CUST10071,PROD1001,1,4609.89,4964.13,Карта,Завершен,False,0,Ср,6,Июнь,2
TRX101422,2023-04-03,CUST10157,PROD1001,2,4609.89,9719.23,Наличные,Завершен,False,0,Пн,4,Апрель,2
TRX101423,2023-06-22,CUST10054,PROD1003,1,1956.8,1950.07,Карта,Завершен,False,0,Чт,6,Июнь,2
TRX101424,2023-06-20,CUST10100,PROD1021,3,1105.42,3553.55,Онлайн,Завершен,False,0,Вт,6,Июнь,2
TRX101425,2023-10-30,CUST10010,PROD1029,3,4197.25,12874.37,Наличные,Отменен,False,0,Пн,10,Октябрь,4
TRX101426,2023-10-30,CUST10085,PROD1009,3,3115.01,9417.53,Карта,Завершен,False,0,Пн,10,Октябрь,4
TRX101427,2023-07-28,CUST10106,PROD1020,3,1703.96,8381.06,Наличные,Завершен,False,0,Пт,7,Июль,3
TRX101428,2023-11-08,CUST10067,PROD1007,3,2856.91,16732.74,Наличные,Завершен,False,0,Ср,11,Ноябрь,4
TRX101429,2023-11-30,CUST10067,PROD1026,1,1660.58,2827.32,Карта,Завершен,False,0,Чт,11,Ноябрь,4
TRX101430,2023-09-29,CUST10000,PROD1001,1,4609.89,6530.09,Наличные,Завершен,False,0,Пт,9,Сентябрь,3
TRX101431,2023-01-25,CUST10106,PROD1025,1,871.73,924.61,Карта,Завершен,False,0,Ср,1,Январь,1
TRX101432,2023-09-14,CUST10169,PROD1025,3,871.73,2754.73,Карта,Завершен,False,0,Чт,9,Сентябрь,3
TRX101433,2023-09-12,CUST10060,PROD1006,3,3083.34,9313.09,Наличные,Завершен,False,0,Вт,9,Сентябрь,3
TRX101434,2023-10-15,CUST10109,PROD1010,3,1085.82,3047.18,Карта,Завершен,False,0,Вс,10,Октябрь,4
TRX101435,2023-06-18,CUST10066,PROD1007,3,2856.91,36496.652003875955,Карта,Завершен,True,0,Вс,6,Июнь,2
TRX101436,2023-12-03,CUST10186,PROD1021,2,1105.42,3786.18,Карта,Завершен,False,0,Вс,12,Декабрь,4
TRX101437,2023-07-05,CUST10140,PROD1024,1,1082.72,1176.21,Онлайн,Завершен,False,0,Ср,7,Июль,3
TRX101438,2023-02-05,CUST10061,PROD1004,1,697.91,750.0,Карта,Завершен,False,0,Вс,2,Февраль,1
TRX101439,2023-05-19,CUST10199,PROD1003,1,1956.8,3090.71,Онлайн,Завершен,False,0,Пт,5,Май,2
TRX101440,2023-08-27,CUST10091,PROD1003,3,1956.8,5848.38,Карта,Завершен,False,0,Вс,8,Август,3
TRX101441,2023-06-30,CUST10004,PROD1012,1,1050.68,1672.66,Онлайн,Завершен,False,0,Пт,6,Июнь,2
TRX101442,2023-02-14,CUST10136,PROD1005,1,385.1,357.82,Карта,Завершен,False,0,Вт,2,Февраль,1
TRX101443,2023-09-03,CUST10110,PROD1011,3,130.04,353.43,Карта,Завершен,False,0,Вс,9,Сентябрь,3
TRX101444,2023-09-20,CUST10150,PROD1006,2,3083.34,5756.62,Онлайн,Завершен,False,0,Ср,9,Сентябрь,3
TRX101445,2023-12-24,CUST10126,PROD1023,1,2650.83,4510.73,Онлайн,Отменен,False,0,Вс,12,Декабрь,4
TRX101446,2023-08-23,CUST10115,PROD1010,2,1085.82,2233.54,Карта,Завершен,False,0,Ср,8,Август,3
TRX101447,2023-01-02,CUST10086,PROD1011,3,130.04,352.44,Наличные,Завершен,False,0,Пн,1,Январь,1
TRX101448,2023-01-04,CUST10133,PROD1027,2,1625.75,3227.75,Онлайн,Завершен,False,0,Ср,1,Январь,1
TRX101449,2023-03-01,CUST10194,PROD1004,3,697.91,2082.6,Наличные,Завершен,False,0,Ср,3,Март,1
TRX101450,2023-03-03,CUST10079,PROD1025,3,871.73,3555.99,Онлайн,Завершен,False,0,Пт,3,Март,1
TRX101451,2023-08-06,CUST10035,PROD1001,2,4609.89,9881.13,Онлайн,Завершен,False,0,Вс,8,Август,3
TRX101452,2023-05-13,CUST10135,PROD1004,2,697.91,2001.89,Наличные,Отменен,False,0,Сб,5,Май,2
TRX101453,2023-02-08,CUST10072,PROD1009,2,3115.01,6527.35,Наличные,Завершен,False,0,Ср,2,Февраль,1
TRX101454,2023-04-05,CUST10025,PROD1002,3,2331.16,7510.31,Наличные,Завершен,False,0,Ср,4,Апрель,2
TRX101455,2023-02-28,CUST10147,PROD1008,1,1523.39,1605.04,Карта,Завершен,False,0,Вт,2,Февраль,1
TRX101456,2023-10-26,CUST10193,PROD1007,1,2856.91,2599.26,Онлайн,Завершен,False,0,Чт,10,Октябрь,4
TRX101457,2023-02-10,CUST10141,PROD1017,3,254.98,1247.28,Онлайн,Завершен,False,0,Пт,2,Февраль,1
TRX101458,2023-06-02,CUST10107,PROD1028,1,347.23,510.81,Карта,Завершен,False,0,Пт,6,Июнь,2
TRX101459,2023-12-03,CUST10150,PROD1008,2,1523.39,5748.65,Карта,Завершен,False,0,Вс,12,Декабрь,4
TRX101460,2023-02-24,CUST10067,PROD1001,2,4609.89,13744.54,Карта,Завершен,False,0,Пт,2,Февраль,1
TRX101461,2023-10-30,CUST10166,PROD1028,3,347.23,1102.96,Онлайн,Завершен,False,0,Пн,10,Октябрь,4
TRX101462,2023-12-25,CUST10032,PROD1020,1,1703.96,3258.67,Карта,Завершен,False,0,Пн,12,Декабрь,4
TRX101463,2023-12-16,CUST10186,PROD1007,3,2856.91,94018.08994229653,Карта,Завершен,True,0,Сб,12,Декабрь,4
TRX101464,2023-09-10,CUST10049,PROD1007,3,2856.91,7815.43,Онлайн,Завершен,False,0,Вс,9,Сентябрь,3
TRX101465,2023-05-30,CUST10073,PROD1004,2,697.91,1369.17,Наличные,Отменен,False,0,Вт,5,Май,2
TRX101466,2023-05-08,CUST10154,PROD1027,3,1625.75,5257.25,Наличные,Завершен,False,0,Пн,5,Май,2
TRX101467,2023-01-01,CUST10147,PROD1012,1,1050.68,1069.75,Карта,Завершен,False,0,Вс,1,Январь,1
TRX101468,2023-11-25,CUST10059,PROD1003,3,1956.8,9628.35,Карта,Завершен,False,0,Сб,11,Ноябрь,4
TRX101469,2023-01-24,CUST10028,PROD1002,3,2331.16,7250.94,Онлайн,Завершен,False,0,Вт,1,Январь,1
TRX101470,2023-01-02,CUST10027,PROD1006,3,3083.34,9651.91,Наличные,Завершен,False,0,Пн,1,Январь,1
TRX101471,2023-04-16,CUST10094,PROD1004,2,697.91,1297.27,Наличные,Завершен,False,0,Вс,4,Апрель,2
TRX101472,2023-07-30,CUST10162,PROD1021,2,1105.42,2219.18,Карта,Завершен,False,0,Вс,7,Июль,3
TRX101473,2023-04-16,CUST10062,PROD1011,2,130.04,243.85,Наличные,Отменен,False,0,Вс,4,Апрель,2
TRX101474,2023-09-08,CUST10015,PROD1013,2,861.39,14682.427161082987,Онлайн,Завершен,True,0,Пт,9,Сентябрь,3
TRX101475,2023-08-23,CUST10072,PROD1009,3,3115.01,8791.5,Наличные,Завершен,False,0,Ср,8,Август,3
TRX101476,2023-04-01,CUST10150,PROD1024,2,1082.72,2932.29,Наличные,Завершен,False,0,Сб,4,Апрель,2
TRX101477,2023-06-28,CUST10122,PROD1020,2,1703.96,3220.02,Наличные,Завершен,False,0,Ср,6,Июнь,2
TRX101478,2023-05-19,CUST10060,PROD1015,1,424.44,601.08,Онлайн,Завершен,False,0,Пт,5,Май,2
TRX101479,2023-09-06,CUST10037,PROD1007,2,2856.91,6269.77,Карта,Завершен,False,0,Ср,9,Сентябрь,3
TRX101480,2023-05-18,CUST10168,PROD1011,3,130.04,391.84,Онлайн,Завершен,False,0,Чт,5,Май,2
TRX101481,2023-06-08,CUST10061,PROD1012,3,1050.68,2849.63,Наличные,Завершен,False,0,Чт,6,Июнь,2
TRX101482,2023-05-10,CUST10147,PROD1024,1,1082.72,1181.83,Онлайн,Завершен,False,0,Ср,5,Май,2
TRX101483,2023-04-04,CUST10176,PROD1015,3,424.44,13545.065181652228,Онлайн,Завершен,True,0,Вт,4,Апрель,2
TRX101484,2023-08-03,CUST10078,PROD1010,3,1085.82,2932.67,Онлайн,Завершен,False,0,Чт,8,Август,3
TRX101485,2023-08-06,CUST10171,PROD1022,2,4668.45,9905.69,Онлайн,Завершен,False,0,Вс,8,Август,3
TRX101486,2023-10-17,CUST10062,PROD1011,3,130.04,358.61,Наличные,Завершен,False,0,Вт,10,Октябрь,4
TRX101487,2023-01-24,CUST10058,PROD1011,2,130.04,258.59,Наличные,Завершен,False,0,Вт,1,Январь,1
TRX101488,2023-10-15,CUST10105,PROD1022,1,4668.45,4272.82,Карта,Завершен,False,0,Вс,10,Октябрь,4
TRX101489,2023-04-15,CUST10140,PROD1013,2,861.39,2602.25,Наличные,Завершен,False,0,Сб,4,Апрель,2
TRX101490,2023-03-11,CUST10002,PROD1023,1,2650.83,3749.23,Онлайн,Завершен,False,0,Сб,3,Март,1
TRX101491,2023-07-29,CUST10023,PROD1008,1,1523.39,2350.45,Наличные,Завершен,False,0,Сб,7,Июль,3
TRX101492,2023-05-02,CUST10191,PROD1003,3,1956.8,5393.15,Онлайн,Завершен,False,0,Вт,5,Май,2
TRX101493,2023-05-04,CUST10178,PROD1015,1,424.44,440.48,Онлайн,Завершен,False,0,Чт,5,Май,2
TRX101494,2023-01-04,CUST10025,PROD1026,2,1660.58,3648.13,Карта,Завершен,False,0,Ср,1,Январь,1
TRX101495,2023-09-15,CUST10089,PROD1007,3,2856.91,13948.38,Наличные,Завершен,False,0,Пт,9,Сентябрь,3
TRX101496,2023-08-20,CUST10146,PROD1022,3,4668.45,13065.01,Карта,Отменен,False,0,Вс,8,Август,3
TRX101497,2023-12-08,CUST10187,PROD1006,2,3083.34,8643.34,Карта,Завершен,False,0,Пт,12,Декабрь,4
TRX101498,2023-04-11,CUST10057,PROD1006,1,3083.34,2856.79,Онлайн,Завершен,False,0,Вт,4,Апрель,2
TRX101499,2023-03-10,CUST10193,PROD1003,1,1956.8,3067.72,Наличные,Завершен,False,0,Пт,3,Март,1
TRX101500,2023-12-18,CUST10096,PROD1004,2,697.91,2606.9,Карта,Завершен,False,0,Пн,12,Декабрь,4
TRX101501,2023-03-29,CUST10027,PROD1001,2,4609.89,9280.69,Карта,Завершен,False,0,Ср,3,Март,1
TRX101502,2023-03-22,CUST10042,PROD1002,1,2331.16,2169.72,Наличные,Завершен,False,0,Ср,3,Март,1
TRX101503,2024-01-01,CUST10151,PROD1022,3,4668.45,14159.4,Онлайн,Отменен,False,0,Пн,1,Январь,1
TRX101504,2023-06-18,CUST10055,PROD1005,2,385.1,820.84,Наличные,Завершен,False,0,Вс,6,Июнь,2
TRX101505,2023-08-06,CUST10155,PROD1019,1,2579.37,2753.06,Карта,Завершен,False,0,Вс,8,Август,3
TRX101506,2023-01-11,CUST10023,PROD1012,1,1050.68,1007.71,Онлайн,Завершен,False,0,Ср,1,Январь,1
TRX101507,2023-03-01,CUST10028,PROD1004,3,697.91,2261.58,Онлайн,Завершен,False,0,Ср,3,Март,1
TRX101508,2023-09-03,CUST10013,PROD1029,2,4197.25,8645.76,Онлайн,Завершен,False,0,Вс,9,Сентябрь,3
TRX101509,2023-04-03,CUST10130,PROD1028,3,347.23,985.81,Онлайн,Отменен,False,0,Пн,4,Апрель,2
TRX101510,2023-10-06,CUST10023,PROD1007,1,2856.91,4318.79,Наличные,Завершен,False,0,Пт,10,Октябрь,4
TRX101511,2023-05-14,CUST10052,PROD1017,2,254.98,472.85,Карта,Завершен,False,0,Вс,5,Май,2
TRX101512,2023-04-23,CUST10108,PROD1020,3,1703.96,4692.08,Онлайн,Завершен,False,0,Вс,4,Апрель,2
TRX101513,2023-11-21,CUST10070,PROD1002,3,2331.16,13186.81,Наличные,Завершен,False,0,Вт,11,Ноябрь,4
TRX101514,2023-01-16,CUST10185,PROD1024,1,1082.72,7477.669678074437,Карта,Завершен,True,0,Пн,1,Январь,1
TRX101515,2023-02-12,CUST10021,PROD1005,2,385.1,809.87,Онлайн,Завершен,False,0,Вс,2,Февраль,1
TRX101516,2023-04-08,CUST10095,PROD1025,2,871.73,2405.07,Карта,Завершен,False,0,Сб,4,Апрель,2
TRX101517,2023-11-19,CUST10097,PROD1019,3,2579.37,12607.72,Онлайн,Завершен,False,0,Вс,11,Ноябрь,4
TRX101518,2023-02-28,CUST10139,PROD1020,3,1703.96,4897.04,Карта,Завершен,False,0,Вт,2,Февраль,1
TRX101519,2023-11-04,CUST10196,PROD1018,3,2672.99,12124.71,Карта,Завершен,False,0,Сб,11,Ноябрь,4
TRX101520,2023-03-19,CUST10080,PROD1026,1,1660.58,1748.0,Наличные,Завершен,False,0,Вс,3,Март,1
TRX101521,2023-08-29,CUST10066,PROD1016,1,3067.88,21783.52314948951,Карта,Завершен,True,0,Вт,8,Август,3
TRX101522,2023-07-13,CUST10135,PROD1020,2,1703.96,3299.88,Карта,Завершен,False,0,Чт,7,Июль,3
TRX101523,2023-07-27,CUST10130,PROD1018,2,2672.99,4942.83,Карта,Завершен,False,0,Чт,7,Июль,3
TRX101524,2023-06-14,CUST10147,PROD1021,2,1105.42,2011.42,Наличные,Завершен,False,0,Ср,6,Июнь,2
TRX101525,2023-01-22,CUST10061,PROD1022,3,4668.45,12715.11,Наличные,Завершен,False,0,Вс,1,Январь,1
TRX101526,2023-11-05,CUST10197,PROD1017,3,254.98,1365.88,Онлайн,Отменен,False,0,Вс,11,Ноябрь,4
TRX101527,2023-11-22,CUST10031,PROD1005,3,385.1,1923.89,Наличные,Завершен,False,0,Ср,11,Ноябрь,4
TRX101528,2023-05-10,CUST10066,PROD1003,3,1956.8,6328.53,Онлайн,Завершен,False,0,Ср,5,Май,2
TRX101529,2023-05-13,CUST10063,PROD1005,3,385.1,1749.41,Онлайн,Завершен,False,0,Сб,5,Май,2
TRX101530,2023-04-10,CUST10068,PROD1022,2,4668.45,9829.61,Карта,Завершен,False,0,Пн,4,Апрель,2
TRX101531,2023-03-21,CUST10185,PROD1002,3,2331.16,6492.05,Карта,Завершен,False,0,Вт,3,Март,1
TRX101532,2023-09-25,CUST10040,PROD1020,3,1703.96,5285.17,Карта,Завершен,False,0,Пн,9,Сентябрь,3
TRX101533,2023-05-05,CUST10135,PROD1024,2,1082.72,3389.12,Наличные,Завершен,False,0,Пт,5,Май,2
TRX101534,2023-04-20,CUST10010,PROD1009,1,3115.01,3402.07,Наличные,Завершен,False,0,Чт,4,Апрель,2
TRX101535,2023-05-30,CUST10074,PROD1012,3,1050.68,2935.6,Карта,Завершен,False,0,Вт,5,Май,2
TRX101536,2023-04-06,CUST10174,PROD1025,2,871.73,1648.99,Карта,Завершен,False,0,Чт,4,Апрель,2
TRX101537,2023-05-31,CUST10105,PROD1027,1,1625.75,6320.6681538053235,Наличные,Завершен,True,0,Ср,5,Май,2
TRX101538,2023-05-29,CUST10005,PROD1018,3,2672.99,8756.67,Карта,Отменен,False,0,Пн,5,Май,2
TRX101539,2023-02-25,CUST10070,PROD1007,2,2856.91,8666.88,Наличные,Завершен,False,0,Сб,2,Февраль,1
TRX101540,2023-03-10,CUST10009,PROD1019,2,2579.37,8251.54,Наличные,Завершен,False,0,Пт,3,Март,1
TRX101541,2023-12-18,CUST10055,PROD1001,3,4609.89,27348.52,Карта,Завершен,False,0,Пн,12,Декабрь,4
TRX101542,2023-07-01,CUST10031,PROD1026,1,1660.58,2503.93,Наличные,Завершен,False,0,Сб,7,Июль,3
TRX101543,2023-04-24,CUST10134,PROD1025,1,871.73,802.37,Наличные,Завершен,False,0,Пн,4,Апрель,2
TRX101544,2023-03-05,CUST10161,PROD1001,3,4609.89,14124.12,Онлайн,Завершен,False,0,Вс,3,Март,1
TRX101545,2023-04-12,CUST10010,PROD1006,2,3083.34,5716.15,Наличные,Отменен,False,0,Ср,4,Апрель,2
TRX101546,2023-01-18,CUST10129,PROD1002,3,2331.16,7631.58,Наличные,Завершен,False,0,Ср,1,Январь,1
TRX101547,2023-06-17,CUST10141,PROD1003,2,1956.8,5825.45,Онлайн,Завершен,False,0,Сб,6,Июнь,2
TRX101548,2023-09-26,CUST10007,PROD1000,1,1005.72,1088.49,Онлайн,Завершен,False,0,Вт,9,Сентябрь,3
TRX101549,2023-02-24,CUST10134,PROD1024,2,1082.72,3192.96,Карта,Завершен,False,0,Пт,2,Февраль,1
TRX101550,2023-05-06,CUST10186,PROD1012,3,1050.68,4570.95,Наличные,Завершен,False,0,Сб,5,Май,2
TRX101551,2023-11-02,CUST10174,PROD1023,1,2650.83,5160.79,Карта,Завершен,False,0,Чт,11,Ноябрь,4
TRX101552,2023-07-20,CUST10079,PROD1019,2,2579.37,5460.1,Онлайн,Завершен,False,0,Чт,7,Июль,3
TRX101553,2023-02-06,CUST10138,PROD1027,1,1625.75,1634.19,Наличные,Завершен,False,0,Пн,2,Февраль,1
TRX101554,2023-04-26,CUST10035,PROD1012,1,1050.68,1056.96,Наличные,Завершен,False,0,Ср,4,Апрель,2
TRX101555,2023-04-10,CUST10129,PROD1026,1,1660.58,1734.63,Карта,Завершен,False,0,Пн,4,Апрель,2
TRX101556,2023-02-07,CUST10065,PROD1014,1,1566.78,1496.28,Карта,Завершен,False,0,Вт,2,Февраль,1
TRX101557,2023-12-23,CUST10191,PROD1027,3,1625.75,7653.47,Карта,Завершен,False,0,Сб,12,Декабрь,4
TRX101558,2023-07-07,CUST10101,PROD1000,3,1005.72,4777.39,Наличные,Завершен,False,0,Пт,7,Июль,3
TRX101559,2023-08-11,CUST10109,PROD1001,3,4609.89,20824.74,Карта,Завершен,False,0,Пт,8,Август,3
